lmstudio-community/Qwen3-4B-Instruct-2507-GGUF	4edb920b6f14e3b9284d4502a6485103d72cde05	Qwen3-4B-Instruct-2507-Q4_K_M.gguf	8cdb57cbb880d313736a9bc4e3d3d2485f145b5e19cf33783746e753e82641fc	2497280448	16	small
lmstudio-community/Qwen3.6-35B-A3B-GGUF	68a34855558af61cbef0324d31f411be8a506b08	Qwen3.6-35B-A3B-Q4_K_M.gguf	4ac6a06bce551257267f49ad2226f8671a22519ccc1a4dde9d5b433d1f2a410d	21166757728	32	medium
lmstudio-community/Qwen3-Coder-Next-GGUF	5da348a0eba5fb3744e6c6a336ebe2868737d9b3	Qwen3-Coder-Next-Q4_K_M.gguf	45a41e10dcf61d287ebd6ce52e25be11e3e65aff40c6d6d758186eddea1a9e96	48487031968	64	large
