bottlecapai/ThinkingCap-Qwen3.6-27B-GGUF	2ea7e9b3495fefff365b3e1d23fa79cd5f74e7ee	ThinkingCap-Qwen3.6-27B-Q4_K_M.gguf	b0651e28555bde7d2459ce99f091319b1a547143463e8d49f2aa7f572675fe67	16810713056
bottlecapai/ThinkingCap-Qwen3.6-27B-GGUF	2ea7e9b3495fefff365b3e1d23fa79cd5f74e7ee	mmproj-ThinkingCap-Qwen3.6-27B-f16.gguf	81a714ac5e8e15687371fc95a180953a29b732962f6616f791063ff127559412	931145888
